id_exercises ;name_of_exercises;exercises_description;equipment;rating
190;Elbow-to-knee crunch;"The elbow-to-knee crunch is a bodyweight exercise targeting the ab muscles, the obliques and rectus abdominis or ""six-pack"" muscles in particular. It can be performed for time or reps as part of the ab-focused portion of any workout.";Body Only;9
191;Decline Crunch;The decline crunch is an effective core exercise targeting the rectus abdominis.;Body Only;8
192;Hanging toes-to-bar;The hanging toes-to-bar is an advanced abdominal exercise in which the lifter touches their feet to a pull-up bar. There are many ways to perform this movement (strict or swinging, arms completely straight or slightly bent, legs straight or bent) each providing unique benefits and challenges. Initially, it may be a difficult move to do for a single rep, but once you build the requisite core, lat, and shoulder strength, it can be performed for higher reps.;Body Only;9
193;Hanging Oblique Knee Raise;The hanging oblique crunch an abdominal exercise that targets both the rectus abdominus or “six-pack” muscles, and the oblique muscles. It can be performed hanging from a bar, or if grip strength is a limitation, by placing the elbows in ab straps. If hanging from a straight bar is uncomfortable to the wrists or shoulder, you can also perform them hanging with a neutral grip (palms facing one another);Body Only;8
194;Gorilla Chin/Crunch;none;Body Only;9
195;Hanging leg raise;The hanging leg raise is an exercise targeting the abs, but which also works the lats and hip flexors. Instead of resting your forearms on the pads of a captain's chair, you perform these hanging from a bar. Experienced lifters make these look easy, but beginners may need time to build up to sets of 8-12 reps.;Body Only;8
196;Mountain climber;The mountain climber is a popular bodyweight exercise targeting the muscles of the core, as well as the shoulders, hips, and cardiovascular system. It involves lifting one knee to the chest at a time from a straight-arm plank position. It can be performed for time or reps as part of a dynamic warm-up, for bodyweight cardio or conditioning, or as no-equipment dynamic core training.;Body Only;9
197;Ab bicycle;"The ab bicycle is a bodyweight movement that targets the muscles of the abs, the obliques and rectus abdominis or ""six-pack"" muscles in particular. It can be performed for time or reps in the ab-focused portion of any workout.";Body Only;8
198;3/4 sit-up;The 3/4 sit-up is a bodyweight exercise focused on the muscles of the core. It is similar to a sit-up, but stops short of the top position. This keeps constant tension on the abs, making it more difficult than traditional sit-ups. It can be performed for time or for reps, with the feet anchored or free, as part of the ab-focused portion of any workout.;Body Only;9
199;Reverse crunch;The reverse crunch is a popular exercise targeting the abdominals, particularly the lower half. It’s easy to perform on either the floor or a flat bench. Many lifters think of this as a companion to the crunch, which targets the upper abdominals more than the lower.;Body Only;8
200;Crunches;"The crunch is a popular core exercise targeting the rectus abdominis, or ""six-pack"" muscles, as well as the obliques. It has been the centerpiece of many ab-focused workouts, due to both its simplicity and the intense burn and mind-muscle connection it produces. It can be performed for time or reps as part of the ab-focused portion of any workout.";Body Only;9
201;Dead bug reach;The dead bug reach is an exercise for strengthening the core in which you alternate lowering your opposing arm and leg simultaneously, controlling the movement with the abdominal muscles. It can be part of a dynamic warm-up to activate the core for other athletics or lifting, or be performed in a circuit or on its own in the ab-focused portion of any workout.;Body Only;8
202;Crunch - Hands Overhead;none;Body Only;9
203;V-up;"The V-up is a bodyweight movement that targets the muscles of the abs, the rectus abdominis or ""six-pack"" muscles in particular. It is similar to a suitcase crunch, but the lower back lifts off the ground at the top of each rep. It can be performed for time or reps in the ab-focused portion of any workout.";Body Only;8
204;Stomach Vacuum;none;Body Only;9
205;Russian twist;The Russian twist is an exercise targeting the abdominals and the obliques. Beginning from a position that resembles stopping midway through a sit-up, it involves twisting side to side. It can be performed with body weight alone or while holding a weight plate or other object. It is performed by alternating sides with each rep and can be done for time or for a specific number of reps as part of the ab-focused portion of any workout.;Body Only;8
206;Flat Bench Lying Leg Raise;The lying leg lift is a popular bodyweight exercise targeting the muscles of the abs, the rectus abdominis or “six-pack” muscles in particular. It can be performed for time or reps in the core-focused portion of any workout.;Body Only;9
207;Knees tucked crunch;"The knees tucked crunch is a core exercise that involves performing a crunch while keeping the knees bent in a 90-degree position. It primarily targets the rectus abdominis or ""six-pack"" muscles. It can be performed for time or reps as part of any abs-focused circuit or workout.";Body Only;8
208;Butt-Ups;none;Body Only;9
209;Feet-elevated oblique crunch;"The feet-elevated oblique crunch is a variation on the crunch exercise that targets the obliques as well as the rectus abdominis or ""six-pack"" muscles. Resting the feet on a bench takes some of the hip flexor activation out of the movement, focusing the stress more on the abs.";Body Only;8
210;Bent-knee reverse crunch;"The bent-knee reverse crunch is a popular bodyweight core exercise. It targets the lower portion of the rectus abdominis or ""six-pack"" muscles. It can be performed for time or reps as part of any ab-focused workout.";Body Only;9
211;Alternating heel-touch;"The alternating heel-touch is a popular bodyweight exercise that targets the obliques, as well as the rectus abdominis, or ""six-pack"" muscles. It can be performed for time or reps as part of any abs-focused circuit or workout.";Body Only;8
212;Suspended Reverse Crunch;none;Body Only;9
213;Lying bench reverse crunch;The lying bench reverse crunch is a popular ab exercise performed by bringing the knees toward the chest while lying on a bench. It is largely similar to the same exercise performed on the floor, but being able to press the lower back into the bench pad can help reinforce proper form and increase the burn in the abs. Like most crunch variations, it is usually performed for moderate to high reps, such as 8-12 reps per set or more.;Body Only;8
214;Sit-up;The sit-up is a popular bodyweight exercise focused on the abdominal muscles. It has also been used as part of military, tactical, and scholastic fitness tests for many years. It can be performed for time or reps, with the feet anchored or free, on flat ground or a bench.;Body Only;9
215;Side Bridge;The side plank is a popular isometric abdominal exercise focusing on the oblique muscles, as well as the transversus abdominis or deep core muscles. It is sometimes paired with the curl up and bird dog as the “McGill big three” for core strength and stability. It is performed for time and can work in a warm-up or in the core-focused portion of any workout.;Body Only;8
216;Lying oblique crunch;The lying oblique crunch is a bodyweight exercise targeting the oblique muscles. It can be performed for a specific number of reps or to fatigue or failure as part of the ab-focused portion of any workout.;Body Only;9
217;Janda Sit-Up;none;Body Only;8
218;Leg Pull-In;The reverse crunch is a popular exercise targeting the abdominals, particularly the lower half. It’s easy to perform on either the floor or a flat bench. Many lifters think of this as a companion to the crunch, which targets the upper abdominals more than the lower.;Body Only;9
219;Side Jackknife;none;Body Only;8
220;Scissor Kick;none;Body Only;9
221;Toe Touchers;"The toe-touch is a bodyweight movement that targets the muscles of the abs, the rectus abdominis or ""six-pack"" muscles in particular. It can be performed for time or reps in the ab-focused portion of any workout.";Body Only;8
222;Lower Back Curl;none;Body Only;9
223;Exercise ball torso rotation;The exercise ball torso rotation is a rotational abdominal exercise performed while holding a yoga or exercise ball between the hands. It focuses on the rotational muscles of the core, including the obliques, glutes, and hip muscles. It can be performed one side at a time or alternating, either for time or reps. To make it more difficult, wrap a light exercise band around the ball and anchor it to a solid object.;Body Only;8
